amp-wp-title,amp-wp-title href,large-screen-excerpt
BEED TO PUNE,https://bustimings.in/msrtc/beed-pune/amp/,Dep. Time Route Name Bus service type 06:00 BEED to SHIVAJI NAGAR PUNE via PATHARDI ORDINARY EXPRESS 06:30 BEED to…
PUNE TO BEED,https://bustimings.in/msrtc/pune-beed/amp/,Dep. Time Route Name Bus service type 05:30 SHIVAJI NAGAR PUNE to PARALI via BEED ORDINARY EXPRESS 05:45 CHINCHWAD to…
PARBHANI TO BEED,https://bustimings.in/msrtc/parbhani-beed/amp/,Dep. Time Route Name Bus service type 05:30 PARBHANI to BEED via MAJALGAON DAY ORDINARY 06:00 PARBHANI to BEED via…
BEED TO PARBHANI,https://bustimings.in/msrtc/beed-parbhani/amp/,Dep. Time Route Name Bus service type 05:00 BEED to KINWAT ORDINARY EXPRESS 05:30 BEED to PARBHANI ORDINARY EXPRESS 06:00…
BEED TO OSMANABAD,https://bustimings.in/msrtc/beed-osmanabad/amp/,Dep. Time Route Name Bus service type 07:45 JALNA to AKKALKOT ORDINARY EXPRESS
OSMANABAD TO BEED,https://bustimings.in/msrtc/osmanabad-beed/amp/,Dep. Time Route Name Bus service type 05:30 TULJAPUR to AURANGABAD via OSMANABAD ORDINARY EXPRESS 07:00 TULJAPUR to SHEGAON via…
NANDED TO BEED,https://bustimings.in/msrtc/nanded-beed/amp/,Dep. Time Route Name Bus service type 05:30 NANDED to BEED via GANGAKHED ORDINARY EXPRESS 07:00 NANDED to BEED via…
BEED TO NANDED,https://bustimings.in/msrtc/beed-nanded/amp/,Dep. Time Route Name Bus service type 05:30 BEED to NANDED via GANGAKHED ORDINARY EXPRESS 07:00 BEED to NANDED ORDINARY…
BEED TO LATUR,https://bustimings.in/msrtc/beed-latur/amp/,Dep. Time Route Name Bus service type 05:30 JALNA to KALABURAGI ORDINARY EXPRESS 07:45 BEED to LATUR ORDINARY EXPRESS 08:30…
LATUR TO BEED,https://bustimings.in/msrtc/latur-beed/amp/,Dep. Time Route Name Bus service type 06:00 LATUR to CIDCO AURANGABAD via BEED ORDINARY EXPRESS 06:30 LATUR to BEED…
KOLHAPUR TO BEED,https://bustimings.in/msrtc/kolhapur-beed/amp/,Dep. Time Route Name Bus service type 06:20 SAMBHAJI NAGAR to BEED ORDINARY EXPRESS 08:45 SAMBHAJINAGAR to BEED via BARSHI…
BEED TO KOLHAPUR,https://bustimings.in/msrtc/beed-kolhapur/amp/,Dep. Time Route Name Bus service type 05:00 JALNA to KOLHAPUR via INDAPUR ORDINARY EXPRESS 07:00 BEED to SAMBHAJINAGAR via…
BEED TO JALNA,https://bustimings.in/msrtc/beed-jalna/amp/,Dep. Time Route Name Bus service type 06:00 BEED to JALNA DAY ORDINARY 06:15 BEED to AMRAVATI ORDINARY EXPRESS 07:15…
JALNA TO BEED,https://bustimings.in/msrtc/jalna-beed/amp/,Dep. Time Route Name Bus service type 07:00 JALNA to BEED DAY ORDINARY 07:15 JALNA to LATUR ORDINARY EXPRESS 07:45…
HINGOLI TO BEED,https://bustimings.in/msrtc/hingoli-beed/amp/,Dep. Time Route Name Bus service type 05:45 KALAMNOORI to BEED DAY ORDINARY 07:30 UMARKHED to TARAKPUR via MAJALGAON ORDINARY…
BEED TO HINGOLI,https://bustimings.in/msrtc/beed-hingoli/amp/,Dep. Time Route Name Bus service type 05:00 BEED to KINWAT ORDINARY EXPRESS 06:00 TARAKPUR to UMARKHED via MAJALGAON ORDINARY…
BEED TO DHULE,https://bustimings.in/msrtc/beed-dhule/amp/,Dep. Time Route Name Bus service type 06:00 BEED to DHULE ORDINARY EXPRESS 14:45 PARALI to SURAT via AMBAJOGAI NIGHT…
DHULE TO BEED,https://bustimings.in/msrtc/dhule-beed/amp/,Dep. Time Route Name Bus service type 07:00 DHULE to TULJAPUR via BEED ORDINARY EXPRESS
BULDHANA TO BEED,https://bustimings.in/msrtc/buldhana-beed/amp/,Dep. Time Route Name Bus service type 05:30 MALKAPUR to SOLAPUR ORDINARY EXPRESS 08:00 BULDHANA to LATUR ORDINARY EXPRESS 08:30…
BEED TO BULDHANA,https://bustimings.in/msrtc/beed-buldhana/amp/,Dep. Time Route Name Bus service type 05:30 LATUR to BULDHANA ORDINARY EXPRESS 06:30 LATUR to BULDHANA ORDINARY EXPRESS
BEED TO MUMBAI,https://bustimings.in/msrtc/beed-mumbai/amp/,Dep. Time Route Name Bus service type 09:00 BEED to MUMBAI CENTRAL via PATHARDI ORDINARY EXPRESS 17:00 MAJALGAON to MUMBAI…
MUMBAI TO BEED,https://bustimings.in/msrtc/mumbai-beed/amp/,Dep. Time Route Name Bus service type 05:00 KURLA NEHRU NAGAR to BEED ORDINARY EXPRESS 06:31 KURLA NEHRU NAGAR to…
MUMBAI TO DHULE,https://bustimings.in/msrtc/mumbai-dhule/amp/,Dep. Time Route Name Bus service type 05:01 MUMBAI CENTRAL to DHULE via NASIK CBS DAY ORDINARY 08:31 MUMBAI CENTRAL…
DHULE TO MUMBAI,https://bustimings.in/msrtc/dhule-mumbai/amp/,Dep. Time Route Name Bus service type 15:01 DHULE to MUMBAI CENTRAL via NASIK CBS ORDINARY EXPRESS 16:15 CHOPADA to…
MUMBAI TO HINGOLI,https://bustimings.in/msrtc/mumbai-hingoli/amp/,Dep. Time Route Name Bus service type 14:00 MUMBAI CENTRAL to YAVATMAL NIGHT EXPRESS 15:30 MUMBAI CENTRAL to PUSAD NIGHT…
HINGOLI TO MUMBAI,https://bustimings.in/msrtc/hingoli-mumbai/amp/,Dep. Time Route Name Bus service type 09:00 YAVATMAL to MUMBAI CENTRAL NIGHT EXPRESS 15:00 HINGOLI to MUMBAI CENTRAL NIGHT…
JALNA TO MUMBAI,https://bustimings.in/msrtc/jalna-mumbai/amp/,Dep. Time Route Name Bus service type 07:30 JAFRABAD to KURLA NEHRU NAGAR SEMI LUXURY 09:00 YAVATMAL to MUMBAI CENTRAL…
MUMBAI TO JALNA,https://bustimings.in/msrtc/mumbai-jalna/amp/,Dep. Time Route Name Bus service type 07:45 KURLA NEHRU NAGAR to JAFRABAD SEMI LUXURY 14:00 MUMBAI CENTRAL to YAVATMAL…
MUMBAI TO KOLHAPUR,https://bustimings.in/msrtc/mumbai-kolhapur/amp/,Dep. Time Route Name Bus service type 05:00 ARNALA to KOLHAPUR via BORIVALI SUKURWADI ORDINARY EXPRESS 05:30 MUMBAI CENTRAL to…
KOLHAPUR TO MUMBAI,https://bustimings.in/msrtc/kolhapur-mumbai/amp/,Dep. Time Route Name Bus service type 08:00 RADHANAGARI to PAREL via SHIROLI ORDINARY EXPRESS 08:30 RADHANAGARI to PAREL via…
LATUR TO MUMBAI,https://bustimings.in/msrtc/latur-mumbai/amp/,Dep. Time Route Name Bus service type 14:00 NANDED to MUMBAI CENTRAL NIGHT EXPRESS 15:00 DEGLOOR to KURLA NEHRU NAGAR…
MUMBAI TO LATUR,https://bustimings.in/msrtc/mumbai-latur/amp/,Dep. Time Route Name Bus service type 17:00 KURLA NEHRU NAGAR to DEGLOOR via YAVAT NIGHT EXPRESS 17:00 MUMBAI CENTRAL…
MUMBAI TO NANDED,https://bustimings.in/msrtc/mumbai-nanded/amp/,Dep. Time Route Name Bus service type 17:00 MUMBAI CENTRAL to NANDED NIGHT EXPRESS 18:45 MUMBAI CENTRAL to NANDED NIGHT…
NANDED TO MUMBAI,https://bustimings.in/msrtc/nanded-mumbai/amp/,Dep. Time Route Name Bus service type 14:00 NANDED to MUMBAI CENTRAL NIGHT EXPRESS 16:00 NANDED to MUMBAI CENTRAL NIGHT…
NANDURBAR TO MUMBAI,https://bustimings.in/msrtc/nandurbar-mumbai/amp/,Dep. Time Route Name Bus service type 07:00 NANDURBAR to MUMBAI CENTRAL ORDINARY EXPRESS 19:45 NANDURBAR to MUMBAI CENTRAL NIGHT…
MUMBAI TO NANDURBAR,https://bustimings.in/msrtc/mumbai-nandurbar/amp/,Dep. Time Route Name Bus service type 07:30 MUMBAI CENTRAL to NANDURBAR ORDINARY EXPRESS 19:00 MUMBAI CENTRAL to AKKALKUWA via…
MUMBAI TO OSMANABAD,https://bustimings.in/msrtc/mumbai-osmanabad/amp/,Dep. Time Route Name Bus service type 07:30 MUMBAI CENTRAL to OSMANABAD via SION DAY ORDINARY
OSMANABAD TO MUMBAI,https://bustimings.in/msrtc/osmanabad-mumbai/amp/,Dep. Time Route Name Bus service type 07:00 OSMANABAD to MUMBAI CENTRAL via SION DAY ORDINARY
PARBHANI TO MUMBAI,https://bustimings.in/msrtc/parbhani-mumbai/amp/,Dep. Time Route Name Bus service type 15:00 HINGOLI to MUMBAI CENTRAL NIGHT EXPRESS 18:45 PARBHANI to MUMBAI CENTRAL SEMI…
MUMBAI TO PARBHANI,https://bustimings.in/msrtc/mumbai-parbhani/amp/,Dep. Time Route Name Bus service type 18:00 MUMBAI CENTRAL to HINGOLI NIGHT EXPRESS 18:30 MUMBAI CENTRAL to PARBHANI via…
PUNE TO MUMBAI,https://bustimings.in/msrtc/pune-mumbai/amp/,Dep. Time Route Name Bus service type 05:15 PUNE RLY. STN. to DADAR EAST via CHINCHWAD SEMI LUXURY 05:30 PUNE…
RATNAGIRI TO MUMBAI,https://bustimings.in/msrtc/ratnagiri-mumbai/amp/,Dep. Time Route Name Bus service type 10:00 RATNAGIRI to MUMBAI CENTRAL ORDINARY EXPRESS 16:30 DEVACHEGOTHANE to BORIVALI NANCY COLONY…
MUMBAI TO RATNAGIRI,https://bustimings.in/msrtc/mumbai-ratnagiri/amp/,Dep. Time Route Name Bus service type 05:30 BORIVALI NANCY COLONY to RATNAGIRI ORDINARY EXPRESS 06:30 BORIVALI NANCY COLONY to…
MUMBAI TO SATARA,https://bustimings.in/msrtc/mumbai-satara/amp/,Dep. Time Route Name Bus service type 00:05 KURLA NEHRU NAGAR to MEDHA ORDINARY EXPRESS 00:15 PAREL to NAVIN PUNADI…
SATARA TO MUMBAI,https://bustimings.in/msrtc/satara-mumbai/amp/,Dep. Time Route Name Bus service type 05:01 SATARA to PAREL SEMI LUXURY 05:30 SATARA to MUMBAI CENTRAL via KATRAJ…
SHIRDI TO MUMBAI,https://bustimings.in/msrtc/shirdi-mumbai/amp/,Dep. Time Route Name Bus service type 07:00 SHIRDI to PAREL SEMI LUXURY 17:00 SHIRDI to PAREL SEMI LUXURY 21:00…
MUMBAI TO SHIRDI,https://bustimings.in/msrtc/mumbai-shirdi/amp/,S No Dep. Time Route Name Bus service type 1 05:15 PAREL to SHIRDI SEMI LUXURY 2 06:00 PAREL to…
MUMBAI TO SOLAPUR,https://bustimings.in/msrtc/mumbai-solapur/amp/,Dep. Time Route Name Bus service type 05:46 KURLA NEHRU NAGAR to AKKALKOT DAY ORDINARY 08:00 MUMBAI CENTRAL to SOLAPUR…
SOLAPUR TO MUMBAI,https://bustimings.in/msrtc/solapur-mumbai/amp/,"Dep. Time Route Name Bus service type 08:30 SOLAPUR to MUMBAI CENTRAL ORDINARY EXPRESS 20:30 AKKALKOT to PAREL via SWARGATE,…"
YAVATMAL TO MUMBAI,https://bustimings.in/msrtc/yavatmal-mumbai/amp/,Dep. Time Route Name Bus service type 09:00 YAVATMAL to MUMBAI CENTRAL NIGHT EXPRESS
MUMBAI TO YAVATMAL,https://bustimings.in/msrtc/mumbai-yavatmal/amp/,Dep. Time Route Name Bus service type 14:00 MUMBAI CENTRAL to YAVATMAL NIGHT EXPRESS
AURANGABAD TO YAVATMAL,https://bustimings.in/msrtc/aurangabad-yavatmal/amp/,Dep. Time Route Name Bus service type 05:30 CIDCO AURANGABAD to PANDHARKAWADA via LONAR ORDINARY EXPRESS 06:00 AURANGABAD to NAGPUR…
YAVATMAL TO AURANGABAD,https://bustimings.in/msrtc/yavatmal-aurangabad/amp/,Dep. Time Route Name Bus service type 06:00 NAGPUR to AURANGABAD via YAVATMAL ORDINARY EXPRESS 06:45 PANDHARKAWADA to CIDCO AURANGABAD…
WASHIM TO AURANGABAD,https://bustimings.in/msrtc/washim-aurangabad/amp/,Dep. Time Route Name Bus service type 06:00 WASHIM to CIDCO AURANGABAD via NAVA ORDINARY EXPRESS 06:30 WASHIM to PIMPRI…
AURANGABAD TO WASHIM,https://bustimings.in/msrtc/aurangabad-washim/amp/,Dep. Time Route Name Bus service type 03:30 CIDCO AURANGABAD to WASHIM ORDINARY EXPRESS 04:30 CIDCO AURANGABAD to WASHIM via…
AURANGABAD TO WARDHA,https://bustimings.in/msrtc/aurangabad-wardha/amp/,Dep. Time Route Name Bus service type 06:00 AURANGABAD to NAGPUR via YAVATMAL ORDINARY EXPRESS 16:00 SHIRDI to AHERI SEMI…
WARDHA TO AURANGABAD,https://bustimings.in/msrtc/wardha-aurangabad/amp/,Dep. Time Route Name Bus service type 06:00 NAGPUR to AURANGABAD via YAVATMAL ORDINARY EXPRESS 06:15 WARDHA to AURANGABAD ORDINARY…
THANE TO AURANGABAD,https://bustimings.in/msrtc/thane-aurangabad/amp/,Dep. Time Route Name Bus service type 06:45 THANE CBS to AURANGABAD ORDINARY EXPRESS 07:00 ARNALA to AURANGABAD via THANE…
AURANGABAD TO THANE,https://bustimings.in/msrtc/aurangabad-thane/amp/,Dep. Time Route Name Bus service type 08:15 AURANGABAD to ARNALA via THANE CBS DAY ORDINARY 09:00 YAVATMAL to MUMBAI…
AURANGABAD TO SOLAPUR,https://bustimings.in/msrtc/aurangabad-solapur/amp/,Dep. Time Route Name Bus service type 05:00 AURANGABAD to SOLAPUR ORDINARY EXPRESS 06:00 CIDCO AURANGABAD to SOLAPUR ORDINARY EXPRESS…
SOLAPUR TO AURANGABAD,https://bustimings.in/msrtc/solapur-aurangabad/amp/,Dep. Time Route Name Bus service type 05:00 SOLAPUR to CIDCO AURANGABAD ORDINARY EXPRESS 06:00 SOLAPUR to CIDCO AURANGABAD ORDINARY…
SHIRDI TO AURANGABAD,https://bustimings.in/msrtc/shirdi-aurangabad/amp/,Dep. Time Route Name Bus service type 06:15 SHIRDI to SHEGAON via AURANGABAD ORDINARY EXPRESS 08:30 SHIRDI to WASHIM ORDINARY…
AURANGABAD TO SHIRDI,https://bustimings.in/msrtc/aurangabad-shirdi/amp/,Dep. Time Route Name Bus service type 08:30 WASHIM to SHIRDI ORDINARY EXPRESS 09:15 SHEGAON to SHIRDI via AURANGABAD DAY…
AURANGABAD TO SATARA,https://bustimings.in/msrtc/aurangabad-satara/amp/,Dep. Time Route Name Bus service type 05:00 CIDCO AURANGABAD to PALUS ORDINARY EXPRESS 06:15 AURANGABAD to KOLHAPUR ORDINARY EXPRESS…
SATARA TO AURANGABAD,https://bustimings.in/msrtc/satara-aurangabad/amp/,"Dep. Time Route Name Bus service type 04:30 KOLHAPUR to AURANGABAD via SWARGATE, PUNE SEMI LUXURY 07:30 PALUS to CIDCO…"
SANGLI TO AURANGABAD,https://bustimings.in/msrtc/sangli-aurangabad/amp/,Dep. Time Route Name Bus service type 06:15 SANGLI to CIDCO AURANGABAD via SHIVAJI NAGAR PUNE ORDINARY EXPRESS 08:15 SANGLI…
AURANGABAD TO SANGLI,https://bustimings.in/msrtc/aurangabad-sangli/amp/,Dep. Time Route Name Bus service type 05:45 CIDCO AURANGABAD to SANGLI via BARAMATI ORDINARY EXPRESS 06:30 CIDCO AURANGABAD to…
AURANGABAD TO PUNE,https://bustimings.in/msrtc/aurangabad-pune/amp/,Dep. Time Route Name Bus service type 00:01 AURANGABAD to SHIVAJI NAGAR PUNE via AHMEDNAGAR MALIWADA SEMI LUXURY 00:30 AURANGABAD…
PUNE TO AURANGABAD,https://bustimings.in/msrtc/pune-aurangabad/amp/,Dep. Time Route Name Bus service type 00:00 SHIVAJI NAGAR PUNE to AURANGABAD via TARAKPUR SEMI LUXURY 00:01 SHIVAJI NAGAR…
PARBHANI TO AURANGABAD,https://bustimings.in/msrtc/parbhani-aurangabad/amp/,Dep. Time Route Name Bus service type 05:30 PARBHANI to AURANGABAD DAY ORDINARY 06:15 BASMAT to AURANGABAD DAY ORDINARY 06:15…
AURANGABAD TO PARBHANI,https://bustimings.in/msrtc/aurangabad-parbhani/amp/,Dep. Time Route Name Bus service type 06:30 AURANGABAD to PARBHANI ORDINARY EXPRESS 07:00 CIDCO AURANGABAD to DHARMABAD ORDINARY EXPRESS…
AURANGABAD TO OSMANABAD,https://bustimings.in/msrtc/aurangabad-osmanabad/amp/,Dep. Time Route Name Bus service type 05:00 AURANGABAD to SOLAPUR ORDINARY EXPRESS 06:00 CIDCO AURANGABAD to SOLAPUR ORDINARY EXPRESS…
OSMANABAD TO AURANGABAD,https://bustimings.in/msrtc/osmanabad-aurangabad/amp/,Dep. Time Route Name Bus service type 05:30 OSMANABAD to AURANGABAD via WASHI DAY ORDINARY 05:30 TULJAPUR to AURANGABAD via…
NASIK TO AURANGABAD,https://bustimings.in/msrtc/nasik-aurangabad/amp/,Dep. Time Route Name Bus service type 04:00 NASIK CBS to KALAMNOORI via AURANGABAD DAY ORDINARY 05:00 NASIK CBS to…
AURANGABAD TO NASIK,https://bustimings.in/msrtc/aurangabad-nasik/amp/,Dep. Time Route Name Bus service type 06:00 AURANGABAD to NASIK CBS via LASUR RLY. STN. SEMI LUXURY 06:30 AURANGABAD…
AURANGABAD TO NANDURBAR,https://bustimings.in/msrtc/aurangabad-nandurbar/amp/,Dep. Time Route Name Bus service type 04:45 AURANGABAD to NANDURBAR via DHULE ORDINARY EXPRESS 16:45 AURANGABAD to NANDURBAR via…
NANDURBAR TO AURANGABAD,https://bustimings.in/msrtc/nandurbar-aurangabad/amp/,Dep. Time Route Name Bus service type 08:00 NANDURBAR to AURANGABAD via DHULE ORDINARY EXPRESS 21:00 NANDURBAR to AURANGABAD via…
NANDED TO AURANGABAD,https://bustimings.in/msrtc/nanded-aurangabad/amp/,Dep. Time Route Name Bus service type 06:15 KANDHAR to CIDCO AURANGABAD via NANDED ORDINARY EXPRESS 08:00 DEGLOOR to CIDCO…
AURANGABAD TO NANDED,https://bustimings.in/msrtc/aurangabad-nanded/amp/,Dep. Time Route Name Bus service type 07:00 CIDCO AURANGABAD to DHARMABAD ORDINARY EXPRESS 07:15 CIDCO AURANGABAD to DEGLOOR…
AURANGABAD TO NAGPUR,https://bustimings.in/msrtc/aurangabad-nagpur/amp/,Dep. Time Route Name Bus service type 05:50 AURANGABAD to NAGPUR SEMI LUXURY 06:00 AURANGABAD to NAGPUR via YAVATMAL ORDINARY…
NAGPUR TO AURANGABAD,https://bustimings.in/msrtc/nagpur-aurangabad/amp/,Dep. Time Route Name Bus service type 04:30 NAGPUR to CIDCO AURANGABAD ORDINARY EXPRESS 06:00 NAGPUR to AURANGABAD via YAVATMAL…
MUMBAI TO AURANGABAD,https://bustimings.in/msrtc/mumbai-aurangabad/amp/,Dep. Time Route Name Bus service type 05:30 DADAR EAST to AURANGABAD via SHIVAJI NAGAR PUNE AC-SHIVNERI 06:30 DADAR EAST…
AURANGABAD TO MUMBAI,https://bustimings.in/msrtc/aurangabad-mumbai/amp/,Dep. Time Route Name Bus service type 07:30 JAFRABAD to KURLA NEHRU NAGAR SEMI LUXURY 08:15 AURANGABAD to DADAR EAST…
LATUR TO AURANGABAD,https://bustimings.in/msrtc/latur-aurangabad/amp/,Dep. Time Route Name Bus service type 04:30 LATUR to CIDCO AURANGABAD ORDINARY EXPRESS 04:30 LATUR to CIDCO AURANGABAD via…
AURANGABAD TO LATUR,https://bustimings.in/msrtc/aurangabad-latur/amp/,Dep. Time Route Name Bus service type 04:30 LATUR to CIDCO AURANGABAD ORDINARY EXPRESS 04:30 LATUR to CIDCO AURANGABAD via…
KOLHAPUR TO AURANGABAD,https://bustimings.in/msrtc/kolhapur-aurangabad/amp/,"Dep. Time Route Name Bus service type 04:30 KOLHAPUR to AURANGABAD via SWARGATE, PUNE SEMI LUXURY 05:30 KOLHAPUR to SHEGAON…"
AURANGABAD TO KOLHAPUR,https://bustimings.in/msrtc/aurangabad-kolhapur/amp/,"Dep. Time Route Name Bus service type 06:15 AURANGABAD to KOLHAPUR ORDINARY EXPRESS 06:15 AURANGABAD to KOLHAPUR via SWARGATE, PUNE…"
AURANGABAD TO JALNA,https://bustimings.in/msrtc/aurangabad-jalna/amp/,Dep. Time Route Name Bus service type 04:00 AURANGABAD to AMRAVATI DAY ORDINARY 05:00 NASIK CBS to WASHIM via MEHKAR…
JALNA TO AURANGABAD,https://bustimings.in/msrtc/jalna-aurangabad/amp/,Dep. Time Route Name Bus service type 06:15 AKOT to AURANGABAD ORDINARY EXPRESS 06:30 JAFRABAD to CIDCO AURANGABAD DAY ORDINARY…
JALGOAN TO AURANGABAD,https://bustimings.in/msrtc/jalgoan-aurangabad/amp/,Dep. Time Route Name Bus service type 05:15 JALGAON to AURANGABAD ORDINARY EXPRESS 05:45 JALGAON to MAHAD ORDINARY EXPRESS 06:15…
AURANGABAD TO JALGAON,https://bustimings.in/msrtc/aurangabad-jalgaon/amp/,Dep. Time Route Name Bus service type 05:00 AURANGABAD to BRAHANPUR ORDINARY EXPRESS 05:00 AURANGABAD to JALGAON via PHULAMBARI ORDINARY…
AURANGABAD TO HINGOLI,https://bustimings.in/msrtc/aurangabad-hingoli/amp/,Dep. Time Route Name Bus service type 06:00 CIDCO AURANGABAD to KINWAT ORDINARY EXPRESS 06:45 CIDCO AURANGABAD to MAHUR ORDINARY…
HINGOLI TO AURANGABAD,https://bustimings.in/msrtc/hingoli-aurangabad/amp/,Dep. Time Route Name Bus service type 06:00 HINGOLI to SHIVAJI NAGAR PUNE DAY ORDINARY 06:00 KINWAT to CIDCO AURANGABAD…
DHULE TO AURANGABAD,https://bustimings.in/msrtc/dhule-aurangabad/amp/,Dep. Time Route Name Bus service type 05:45 DHULE to AURANGABAD via KASABKHEDA ORDINARY EXPRESS 06:01 DHULE to KARANJA via…
AURANGABAD TO DHULE,https://bustimings.in/msrtc/aurangabad-dhule/amp/,Dep. Time Route Name Bus service type 00:30 AURANGABAD to SHAHADA ORDINARY EXPRESS 03:30 AURANGABAD to SHINDKHEDA ORDINARY EXPRESS 05:45…
AURANGABAD TO CHANDRAPUR,https://bustimings.in/msrtc/aurangabad-chandrapur/amp/,Dep. Time Route Name Bus service type 16:00 SHIRDI to AHERI SEMI LUXURY 17:30 SHIVAJI NAGAR PUNE to CHANDRAPUR via…
CHANDRAPUR TO AURANGABAD,https://bustimings.in/msrtc/chandrapur-aurangabad/amp/,Dep. Time Route Name Bus service type 19:00 CHANDRAPUR to SHIVAJI NAGAR PUNE via NAGPUR MULTI AXLE SCANIA
BULDHANA TO AURANGABAD,https://bustimings.in/msrtc/buldhana-aurangabad/amp/,Dep. Time Route Name Bus service type 05:30 BULDHANA to AURANGABAD via MAHORA ORDINARY EXPRESS 06:15 BULDHANA to AURANGABAD via…
AURANGABAD TO BULDHANA,https://bustimings.in/msrtc/aurangabad-buldhana/amp/,Dep. Time Route Name Bus service type 05:30 AURANGABAD to BULDHANA ORDINARY EXPRESS 06:15 AURANGABAD to MALKAPUR via FULAMBRI ORDINARY…
AURANGABAD TO BHANDARA,https://bustimings.in/msrtc/aurangabad-bhandara/amp/,Dep. Time Route Name Bus service type 09:05 AURANGABAD to SAKOLI ORDINARY EXPRESS
BHANDARA TO AURANGABAD,https://bustimings.in/msrtc/bhandara-aurangabad/amp/,Dep. Time Route Name Bus service type 08:00 SAKOLI to AURANGABAD ORDINARY EXPRESS
BEED TO AURANGABAD,https://bustimings.in/msrtc/beed-aurangabad/amp/,Dep. Time Route Name Bus service type 05:30 AMBAJOGAI to CIDCO AURANGABAD via KAIJ ORDINARY EXPRESS 05:30 PARALI to CIDCO…
AURANGABAD TO BEED,https://bustimings.in/msrtc/aurangabad-beed/amp/,Dep. Time Route Name Bus service type 05:30 CIDCO AURANGABAD to AHMADPUR via AMBAJOGAI DAY ORDINARY 05:45 CIDCO AURANGABAD to…
NANDED TO AMRAVATI,https://bustimings.in/msrtc/nanded-amravati-2/amp/,Dep. Time Route Name Bus service type 05:00 LATUR to AMRAVATI via AHMADPUR ORDINARY EXPRESS 05:00 NANDED to AMRAVATI via…
AMRAVATI TO NANDED,https://bustimings.in/msrtc/amravati-nanded/amp/,Dep. Time Route Name Bus service type 05:30 AMRAVATI to KANDHAR ORDINARY EXPRESS 07:15 AMRAVATI to DHARMABAD ORDINARY EXPRESS 07:30…
AMRAVATI TO LATUR,https://bustimings.in/msrtc/amravati-latur/amp/,Dep. Time Route Name Bus service type 07:30 AMRAVATI to AUSA via NANDED ORDINARY EXPRESS 09:00 AMRAVATI to LATUR via…
LATUR TO AMRAVATI,https://bustimings.in/msrtc/latur-amravati/amp/,Dep. Time Route Name Bus service type 05:00 LATUR to AMRAVATI via AHMADPUR ORDINARY EXPRESS 07:30 AUSA to AMRAVATI via…
JALGAON TO AMRAVATI,https://bustimings.in/msrtc/jalgaon-amravati/amp/,Dep. Time Route Name Bus service type 07:30 JALGAON to WARDHA ORDINARY EXPRESS
AMRAVATI TO JALGAON,https://bustimings.in/msrtc/amravati-jalgaon/amp/,Dep. Time Route Name Bus service type 06:30 AMRAVATI to NASIK CBS via JALGAON ORDINARY EXPRESS 11:00 WARDHA to JALGAON…
AMRAVATI TO HINGOLI,https://bustimings.in/msrtc/amravati-hingoli/amp/,Dep. Time Route Name Bus service type 05:30 AMRAVATI to KANDHAR ORDINARY EXPRESS 06:00 AMRAVATI to PANDHARPUR DAY ORDINARY 07:15…
HINGOLI TO AMRAVATI,https://bustimings.in/msrtc/hingoli-amravati/amp/,Dep. Time Route Name Bus service type 05:00 LATUR to AMRAVATI via AHMADPUR ORDINARY EXPRESS 06:00 KANDHAR to AMRAVATI ORDINARY…
GONDIA TO AMRAVATI,https://bustimings.in/msrtc/gondia-amravati/amp/,Dep. Time Route Name Bus service type 12:00 GONDIA to AMRAVATI ORDINARY EXPRESS 15:30 GONDIA to AMRAVATI ORDINARY EXPRESS
AMRAVATI TO GONDIA,https://bustimings.in/msrtc/amravati-gondia/amp/,Dep. Time Route Name Bus service type 05:20 AMRAVATI to GONDIA ORDINARY EXPRESS 09:05 AMRAVATI to GONDIA ORDINARY EXPRESS
AMRAVATI TO GADCHIROLI,https://bustimings.in/msrtc/amravati-gadchiroli/amp/,Dep. Time Route Name Bus service type 09:00 SHEGAON to GADCHIROLI via NAGPUR ORDINARY EXPRESS
GADCHIROLI TO AMRAVATI,https://bustimings.in/msrtc/gadchiroli-amravati/amp/,Dep. Time Route Name Bus service type 10:15 GADCHIROLI to SHEGAON via NAGPUR ORDINARY EXPRESS
CHANDRAPUR TO AMRAVATI,https://bustimings.in/msrtc/chandrapur-amravati/amp/,Dep. Time Route Name Bus service type 06:05 RAJURA to AMRAVATI ORDINARY EXPRESS 06:14 CHANDRAPUR to AMRAVATI ORDINARY EXPRESS 06:40…
AMRAVATI TO CHANDRAPUR,https://bustimings.in/msrtc/amravati-chandrapur/amp/,Dep. Time Route Name Bus service type 07:05 PARATWADA to CHANDRAPUR via YAVATMAL ORDINARY EXPRESS 07:30 SHEGAON to AHERI ORDINARY…
AMRAVATI TO BULDHANA,https://bustimings.in/msrtc/amravati-buldhana/amp/,Dep. Time Route Name Bus service type 06:15 MORSHI to BULDHANA via RAHAT GAON ORDINARY EXPRESS 06:30 AMRAVATI to BULDHANA…
BULDHANA TO AMRAVATI,https://bustimings.in/msrtc/buldhana-amravati/amp/,Dep. Time Route Name Bus service type 06:30 BULDHANA to AMRAVATI DAY ORDINARY 07:01 BULDHANA to WARDHA ORDINARY EXPRESS 08:00…
BHANDARA TO AMRAVATI,https://bustimings.in/msrtc/bhandara-amravati/amp/,Dep. Time Route Name Bus service type 05:45 SAKOLI to PARATWADA ORDINARY EXPRESS 07:45 BHANDARA to PARATWADA via AMRAVATI ORDINARY…
